date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:09:03	49097/49097	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-bfc9%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-new-css.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-new-cssf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:03	17498/17498	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-445a%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-perevazka-css.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-perevazka-cssf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:03	216968/216968	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-34f88%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/custom-c1jniNOy.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/custom-c1jniNOyf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:04	7199/7199	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-1c1f%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-additional-blog-1.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-additional-blog-1f658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:04	485496/485496	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-76878%22	https://0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.7.0	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/css/js_composer.minbdeb.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:05	12795/12795	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-31fb%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.minf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:05	5039/5039	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-13af%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-vc_elementsf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:05	80574/80574	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-13abe%22	https://0codezone.github.io/Magnitude/wp-includes/css/dist/block-library/style.min.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/css/dist/block-library/style.minf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:06	2640/2640	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-a50%22	https://0codezone.github.io/Magnitude/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.2	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/contact-form-7/includes/css/styles7661.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:06	43515/43515	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-a9fb%22	https://0codezone.github.io/Magnitude/wp-content/plugins/popup-anything-on-click/assets/css/popupaoc-public-style.css?ver=1.9.2.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/popup-anything-on-click/assets/css/popupaoc-public-stylec7cd.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:06	810/810	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-32a%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-js_composer_columns.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-js_composer_columnsf658.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:07	2180/2180	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-884%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-settings-init.js?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-settings-initf658.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:07	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-15db1%22	https://0codezone.github.io/Magnitude/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/js/jquery/jquery.minaf6c.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:07	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-2bd8%22	https://0codezone.github.io/Magnitude/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:08	122981/122981	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-1e065%22	https://0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils.js?ver=6.11.8	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utilsfaa9.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:08	123164/123164	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-1e11c%22	https://0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=6.11.8	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jqueryfaa9.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:08	21779/21779	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-5513%22	https://0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions.js?ver=6.11.8	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitionsfaa9.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:09	4349/4349	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-10fd%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-fullwidth-loader.js?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-fullwidth-loaderf658.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:10	860/860	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-35c%22	https://0codezone.github.io/Magnitude/wp-content/plugins/zilla-likes/scripts/zilla-likes.js?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/zilla-likes/scripts/zilla-likesf658.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:10	17724/17724	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-453c%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/icons-elegant.css?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/icons-elegant3ef6.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:10	51880/51880	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-caa8%22	https://0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min.css?ver=6.7.0%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/lib/bower/animate-css/animate.min4983.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:11	57682/57682	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-e152%22	https://0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.5.6%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/css/rs69707.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:11	9756/9756	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-261c%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/jquery.dlmenu.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/jquery.dlmenu3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:12	33831/33831	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-8427%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-menu_init.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-menu_init3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:12	1731/1731	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-6c3%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-form-elements.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-form-elements3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:12	4107/4107	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-100b%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/jquery.easing.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/jquery.easing3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:13	6975/6975	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-1b3f%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-header.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/thegem-header3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:13	22066/22066	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-5632%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/functions.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/functions3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:14	1384/1384	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-568%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.mousewheel.pack.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.mousewheel.pack3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:14	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-10a9d%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox.min3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:14	2337/2337	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-921%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox-init.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/js/fancyBox/jquery.fancybox-init3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:15	6406/6406	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-1906%22	https://0codezone.github.io/Magnitude/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/js/dist/vendor/regenerator-runtime.minf93e.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:15	16470/16470	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-4056%22	https://0codezone.github.io/Magnitude/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/js/dist/vendor/wp-polyfill.minc26c.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:16	12987/12987	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-32bb%22	https://0codezone.github.io/Magnitude/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.2%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/contact-form-7/includes/js/index244c.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:17	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-592%22	https://0codezone.github.io/Magnitude/wp-includes/js/wp-embed.min.js?ver=5.8.1%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-includes/js/wp-embed.min3ef6.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:17	124134/124134	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-1e4e6%22	https://0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.5.6%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/js/rbtools.min9707.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:17	377599/377599	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-5c2ff%22	https://0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.5.6%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/revslider/public/assets/js/rs6.min9707.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:17	20124/20124	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-4e9c%22	https://0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.7.0%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min4983.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:18	9237/9237	---M-Z	200	added ('OK')	application/javascript	etag:W/%2265d0a005-2415%22	https://0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min.js?ver=6.7.0%22	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/plugins/js_composer/assets/lib/vc_waypoints/vc-waypoints.min4983.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:18	23932/23932	---M-Z	200	added ('OK')	text/css	etag:W/%225d7c-l5ADPAJE4+E2uabaSDTohDv94PI%22	https://cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.css	D:/CollablineSolutions/cdn.jsdelivr.net/npm/sweetalert2@11/dist/sweetalert2.min.css	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:20	871/871	---M--	200	added ('OK')	application/javascript	etag:%22b65c4ac2c076da1:0%22	https://smtpjs.com/v3/smtp.js	D:/CollablineSolutions/smtpjs.com/v3/smtp.js	(from https://0codezone.github.io/Magnitude/contact.html)
21:09:21	30532/30532	---M--	200	added ('OK')	image/jpeg	etag:%2265d0a005-7744%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/images/backgrounds/title/08.jpg	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/images/backgrounds/title/08.jpg	(from https://0codezone.github.io/Magnitude/aboutus.html)
21:09:21	29818/29818	---M--	200	added ('OK')	image/jpeg	etag:%2265d0a005-747a%22	https://0codezone.github.io/Magnitude/wp-content/uploads/2020/08/welcome.jpg	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/uploads/2020/08/welcome.jpg	(from https://0codezone.github.io/Magnitude/aboutus.html)
21:09:22	19264/19264	---M--	200	added ('OK')	image/jpeg	etag:%2265d0a005-4b40%22	https://0codezone.github.io/Magnitude/wp-content/uploads/2020/07/service-6.jpg	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/uploads/2020/07/service-6.jpg	(from https://0codezone.github.io/Magnitude/aboutus.html)
21:09:22	3892/3892	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-f34%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/odometer-theme-default.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/odometer-theme-defaultf658.css	(from https://0codezone.github.io/Magnitude/aboutus.html)
21:09:22	61952/61952	---M--	200	added ('OK')	image/jpeg	etag:%2265d0a005-f200%22	https://0codezone.github.io/Magnitude/wp-content/uploads/2020/08/image-2.jpg	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/uploads/2020/08/image-2.jpg	(from https://0codezone.github.io/Magnitude/aboutus.html)
21:09:23	8088/8088	---M-Z	200	added ('OK')	text/css	etag:W/%2265d0a005-1f98%22	https://0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-lazy-loading-animations.css?ver=5.8.1	D:/CollablineSolutions/0codezone.github.io/Magnitude/wp-content/themes/thegem/css/thegem-lazy-loading-animationsf658.css	(from https://0codezone.github.io/Magnitude/aboutus.html)
